Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineCategory,Grapes
Zeltinger+Sonnenuhr+Riesling+Kabinett,Germany,Mosel,Markus+Molitor,3.9,282,16.95,2015,white,Riesling
Priara+Pinot+Grigio,Italy,Friuli-Venezia+Giulia,Pradio,3.9,282,9.7,2016,white,Pinot+Grigio
Sauvignon+Blanc,United+States,California,Geyser+Peak,3.3,282,10.51,2016,white,Sauvignon+Blanc
Monte+Velho+Branco,Portugal,Alentejano,Espor%C3%A3o,3.8,282,5.8,2019,white,assente
Sauvignon+Touraine,France,Touraine,Domaine+de+la+Chaise,4.0,282,7.4,2018,white,assente
Torricella,Italy,Toscana,Ricasoli,3.9,283,11.9,2016,white,assente
Zeltinger+Sonnenuhr+Riesling+Sp%C3%A4tlese,Germany,Mosel,Markus+Molitor,3.9,284,19.99,2016,white,Riesling
Blas+Mu%C3%B1oz+Chardonnay,Spain,La+Mancha,Munoz,4.2,284,19.01,2018,white,Chardonnay
The+Y+Series+Viognier,Australia,South+Australia,Yalumba,3.4,285,13.82,2017,white,Viognier
Sauvignon+Blanc+Bordeaux,France,Bordeaux,Dourthe+N%C2%B01,3.6,285,7.7,2018,white,Sauvignon+Blanc
Haus+Klosterberg+Pinot+Blanc,Germany,Mosel,Markus+Molitor,4.0,285,9.65,2018,white,Pinot+Blanc
Vinho+Verde+Loureiro+-+Alvarinho,Portugal,Minho,Aveleda,3.8,286,6.99,2019,white,Loureiro
Chenin+Blanc,South+Africa,Stellenbosch,Stellenrust,3.7,286,14.57,2018,white,Chenin+Blanc
Hinter+der+Burg+Gr%C3%BCner+Veltliner,Austria,Wachau,Prager,3.9,286,18.42,2017,white,Gr%C3%BCner+Veltliner
Danie+de+Wet+Chardonnay,South+Africa,Robertson,De+Wetshof,3.9,286,28.6,2015,white,Chardonnay
Riesling+Trocken,Germany,Rheingau,Balthasar+Ress,3.8,286,11.9,2016,white,Riesling
Riesling+Trocken+Blauschiefer,Germany,Mosel,Dr.+Loosen,3.7,287,9.9,2017,white,Riesling
Adobe+Chardonnay+%28Reserva%29,Chile,Casablanca+Valley,Emiliana,3.6,287,8.45,2019,white,Chardonnay
Diamante+Semi-Dulce+Bianco,Spain,Rioja,Franco-Espanolas,3.7,288,6.5,2019,white,assente
Corton-Charlemagne+Grand+Cru,France,Corton-Charlemagne+Grand+Cru,Louis+Latour,4.5,288,116.0,2015,white,assente
Kiedrich+Klosterberg+Riesling+Trocken,Germany,Rheingau,Robert+Weil,3.9,289,24.0,2017,white,Riesling
Sauvignon+Blanc,France,Pays+d%27Oc,Les+Jamelles,3.5,290,6.25,2017,white,Sauvignon+Blanc
Chardonnay,United+States,Napa+Valley,First+Press,3.9,292,19.08,2015,white,Chardonnay
Pinot+Grigio,United+States,California,Gallo+Family+Vineyards,3.4,292,6.31,2017,white,Pinot+Grigio
Otazu+Chardonnay,Spain,Otazu,Bodega+Otazu,3.9,292,8.45,2018,white,Chardonnay
Wiener+Gemischter+Satz,Austria,Wiener+Gemischter+Satz,Wieninger,3.5,292,10.9,2018,white,assente
Grillo,Italy,Terre+Siciliane,Zabu,3.5,292,4.73,2018,white,Grillo
Reserva+Sauvignon+Blanc,Chile,Central+Valley,Caliterra,3.5,293,8.72,2016,white,Sauvignon+Blanc
Bukettraube,South+Africa,Citrusdal+Mountain,Cederberg,4.1,293,13.27,2018,white,Bukettraube
Porcupine+Ridge+Sauvignon+Blanc,South+Africa,Franschhoek,Boekenhoutskloof,3.6,293,8.33,2019,white,Sauvignon+Blanc
Singing+Gr%C3%BCner+Veltliner,Austria,Nieder%C3%B6sterreich,Laurenz+V.,3.8,294,10.42,2018,white,Gr%C3%BCner+Veltliner
Riesling+Trocken,Germany,Pfalz,Dr.+Von+Bassermann-Jordan,3.8,294,12.4,2018,white,Riesling
Sauvignon+Blanc,New+Zealand,Marlborough,Fernlands,4.1,297,9.2,2018,white,Sauvignon+Blanc
Costamolino+Vermentino+di+Sardegna,Italy,Vermentino+di+Sardegna,Argiolas,3.9,298,7.4,2019,white,Vermentino
Bourgogne+Chardonnay,France,Bourgogne,Louis+Latour,3.8,298,13.29,2018,white,Chardonnay
Aconcagua+Costa+Chardonnay,Chile,Aconcagua+Valley,Errazuriz,3.9,298,22.9,2014,white,Chardonnay
Vernaccia+di+San+Gimignano+Blanco,Italy,Vernaccia+di+San+Gimignano,Panizzi,3.9,300,11.92,2018,white,Vernaccia
Reserva+Chardonnay,Chile,Casablanca+Valley,Caliterra,3.5,300,6.52,2017,white,Chardonnay
Sortesele+Pinot+Grigio+Valdadige,Italy,Valdadige,Santi,3.9,300,8.33,2018,white,Pinot+Grigio
La+Jalousie+Savenni%C3%A8res,France,Savenni%C3%A8res,Domaine+du+Closel+-+Ch%C3%A2teau+des+Vaults,4.1,301,29.15,2015,white,assente
Riesling+Trocken+Blauschiefer,Germany,Mosel,Dr.+Loosen,3.7,301,9.7,2015,white,Riesling
Estate+Chardonnay,Chile,Casablanca+Valley,Errazuriz,3.5,302,8.29,2018,white,Chardonnay
Portillo+Chardonnay,Argentina,Uco+Valley,Salentein,3.6,302,8.29,2018,white,Chardonnay
Chardonnay,South+Africa,Elgin,Paul+Cluver,4.0,302,18.39,2017,white,Chardonnay
Chablis,France,Chablis,Bernard+Defaix,3.9,303,17.9,2018,white,assente
White+Label+Nik+Weis+Riesling,Germany,Mosel,St.+Urbans-Hof,4.0,304,9.9,2018,white,Riesling
Gew%C3%BCrztraminer,Italy,S%C3%BCdtirol+-+Alto+Adige,Tramin,3.7,304,12.18,2018,white,Gew%C3%BCrztraminer
Pinot+Grigio,New+Zealand,Marlborough,The+Ned,4.2,304,12.95,2019,white,Pinot+Grigio
Gran+Verano+Chardonnay,Chile,Central+Valley,Apaltagua,3.4,304,6.95,2018,white,Chardonnay
Ribolla+Gialla,Italy,Friuli+Grave,Forchir,3.5,305,12.58,2018,white,Ribolla
Colombard+-+Chardonnay,Australia,South+Eastern+Australia,Banrock+Station,3.7,305,5.79,2018,white,Chardonnay
Sandstein+Riesling+Trocken,Germany,Rheinhessen,Gysler,3.7,305,9.5,2018,white,Riesling
Chardonnay,United+States,California,Geyser+Peak,3.6,305,10.51,2017,white,Chardonnay
Chardonnay,United+States,California,Gnarly+Head,3.4,305,9.65,2017,white,Chardonnay
Bourgogne+Chardonnay+%28La+Vign%C3%A9e%29,France,Bourgogne,Bouchard+P%C3%A8re+%26+Fils,3.7,306,16.74,2017,white,Chardonnay
Ch%C3%A2teau+Grenouilles+Chablis+Grand+Cru,France,Chablis+Grand+Cru,La+Chablisienne,4.2,307,63.54,2014,white,assente
Lugana+San+Benedetto,Italy,Lugana,Zenato,4.1,307,8.48,2019,white,assente
Einstern+Pinot+Blanc,Germany,Mosel,Markus+Molitor,4.1,308,14.43,2016,white,Pinot+Blanc
Sauvignon+Blanc+-+Pinot+Grigio,Slovenia,Podravje,Puklavec+Family+Wines,3.8,309,7.44,2019,white,Sauvignon+Blanc
Pouilly-Fum%C3%A9+En+Travertin,France,Pouilly-Fum%C3%A9,Henri+Bourgeois,4.0,309,18.95,2018,white,assente
Chablis,France,Chablis,Olivier+Tricon,4.1,310,14.55,2018,white,assente
Alandra+Branco,Portugal,Alentejano,Espor%C3%A3o,3.3,310,4.75,2018,white,assente
Chardonnay+Sonoma+Coast,United+States,Sonoma+Coast,Patz+%26+Hall,4.0,311,52.0,2015,white,Chardonnay
Les+Vieux+Clos,France,Savenni%C3%A8res,Nicolas+Joly,3.7,311,32.5,2014,white,assente
Chardonnay,France,Pays+d%27Oc,Paul+Mas,3.7,311,5.5,2018,white,Chardonnay
Baroness+Nadine,South+Africa,Western+Cape,Rupert+%26+Rothschild,4.1,312,30.52,2017,white,assente
Wiener+Gemischter+Satz,Austria,Wiener+Gemischter+Satz,Wieninger,3.6,312,14.29,2017,white,assente
Chardonnay,Australia,South+Eastern+Australia,Rawson%27s+Retreat,3.5,312,7.9,2018,white,Chardonnay
Riesling,United+States,Columbia+Valley,Eroica,3.9,314,22.69,2017,white,Riesling
Chardonnay,Chile,Aconcagua+Valley,Arboleda,3.7,314,15.5,2017,white,Chardonnay
La+Trucha+Albari%C3%B1o,Spain,R%C3%ADas+Baixas,Finca+Garabelos,4.0,314,12.5,2017,white,Albari%C3%B1o
Vinho+Verde+Fonte,Portugal,Vinho+Verde,Aveleda,4.0,315,6.45,2019,white,assente
Minho+Alvarinho,Portugal,Minho,Aveleda,3.7,315,8.24,2018,white,assente
Sauvignon+Blanc,New+Zealand,Marlborough,Nautilus,3.9,315,14.4,2019,white,Sauvignon+Blanc
Estate+Torrontes+%28Premium%29,Argentina,Salta,Alta+Vista,3.8,317,12.5,2018,white,Torrontes
Sangre+de+Toro+Blanco,Spain,Catalunya,Torres,3.3,318,8.89,2017,white,assente
Riesling+Trocken,Germany,Rheingau,K%C3%BCnstler,3.8,320,11.5,2018,white,Riesling
Cardellino+Chardonnay+Alto+Adige,Italy,S%C3%BCdtirol+-+Alto+Adige,Elena+Walch,3.9,321,19.29,2018,white,Chardonnay
Medusa+Albari%C3%B1o,Spain,Castilla+y+Le%C3%B3n,F%C3%A9lix+Sol%C3%ADs,3.8,321,8.24,2017,white,Albari%C3%B1o
Estate+Sauvignon+Blanc,Chile,Aconcagua+Valley,Errazuriz,3.5,322,8.25,2017,white,Sauvignon+Blanc
Eaglehawk+Chardonnay,Australia,South+Eastern+Australia,Wolf+Blass,3.2,322,7.22,2018,white,Chardonnay
Te+Koko+Sauvignon+Blanc,New+Zealand,Marlborough,Cloudy+Bay,4.2,322,54.69,2016,white,Sauvignon+Blanc
Altavilla+della+Corte+Grillo,Italy,Terre+Siciliane,Firriato,3.8,323,10.35,2018,white,Grillo
Sauvignon+Blanc,South+Africa,Citrusdal+Mountain,Cederberg,3.9,323,16.62,2017,white,Sauvignon+Blanc
Villata+Roero+Arneis,Italy,Roero,Vite+Colte,3.7,324,9.64,2018,white,Arneis
Armador+Sauvignon+Blanc,Chile,Casablanca+Valley,Odfjell,3.6,324,7.5,2017,white,Sauvignon+Blanc
Marlborough+Sauvignon+Blanc,New+Zealand,Marlborough,Waipara+Hills,4.0,324,13.95,2018,white,Sauvignon+Blanc
Pinot+Grigio+%28Selezione%29,Italy,S%C3%BCdtirol+-+Alto+Adige,Elena+Walch,3.7,325,13.58,2018,white,Pinot+Grigio
Sauvignon+Blanc,Chile,Casablanca+Valley,Ritual,3.7,326,15.69,2016,white,Sauvignon+Blanc
Puglia+I+Muri+Bianco,Italy,Puglia,Vigneti+del+Salento,3.7,326,6.54,2017,white,assente
Special+Cuv%C3%A9e+Chardonnay,Chile,Casablanca+Valley,Montes+Alpha,3.8,327,18.93,2015,white,Chardonnay
Viognier,France,Pays+d%27Oc,Les+Jamelles,3.6,327,6.5,2018,white,Viognier
Sauvignon+Blanc+%281685+Series+Grande+Cuv%C3%A9e%29,South+Africa,Coastal+Region,Boschendal,3.9,328,9.89,2019,white,Sauvignon+Blanc
Nova+Serra+Greco+Di+Tufo,Italy,Greco+di+Tufo,Mastroberardino,3.9,328,10.04,2018,white,Greco
Montunal,Italy,Lombardia,Montonale,3.9,328,31.19,2017,white,Montu
Chenin+Blanc,South+Africa,Stellenbosch,Stellenrust,3.7,329,5.8,2017,white,Chenin+Blanc
Dutton+Ranch+Chardonnay,United+States,Russian+River+Valley,Patz+%26+Hall,4.1,329,54.0,2016,white,Chardonnay
Chant+des+Vignes+Juran%C3%A7on+Sec,France,Juran%C3%A7on,Domaine+Cauhap%C3%A9,3.8,331,9.83,2017,white,assente
Cala+Reale+Vermentino+di+Sardegna,Italy,Vermentino+di+Sardegna,Sella+%26+Mosca,3.7,331,10.66,2018,white,Vermentino
Kiedrich+Gr%C3%A4fenberg+Riesling+Trocken+GG,Germany,Rheingau,Robert+Weil,4.0,331,40.4,2014,white,Riesling
Blanc,Spain,Bizkaiko+Txakolina,Gorka+Izagirre,3.6,332,12.19,2018,white,assente
Grillo,Italy,Sicilia,Doppio+Passo,3.8,332,7.34,2019,white,Grillo
Les+Princes+Abb%C3%A9s+Riesling+Alsace,France,Alsace,Domaines+Schlumberger,3.7,333,11.6,2016,white,Riesling
Verdicchio+dei+Castelli+di+Jesi,Italy,Verdicchio+dei+Castelli+di+Jesi,Azienda+Santa+Barbara+-+Stefano+Antonucci,3.6,336,18.9,2017,white,Verdicchio
Kritt+Pinot+Blanc,France,Alsace,Marc+Kreydenweiss,3.9,338,14.3,2017,white,Pinot+Blanc
Insolia,Italy,Terre+Siciliane,Cusumano,3.6,338,6.73,2017,white,assente
Chablis+%28Les+Grands+Terroirs%29,France,Chablis,Samuel+Billaud,4.0,340,24.0,2017,white,assente
Chardonnay+Castel+del+Monte+Pietrabianca,Italy,Castel+del+Monte,Tormaresca,4.1,340,19.29,2018,white,Chardonnay
Sauvignon+Blanc+-+Furmint,Slovenia,Podravje,Puklavec+Family+Wines,3.6,341,7.44,2017,white,Sauvignon+Blanc
Les+Princes+Abb%C3%A9s+Pinot+Blanc+Alsace,France,Alsace,Domaines+Schlumberger,4.0,341,8.9,2016,white,Pinot+Blanc
S%27Elegas+Nuragus+di+Cagliari,Italy,Nuragus+di+Cagliari,Argiolas,3.7,343,8.9,2018,white,Nuragus
Sauvignon+Winkl,Italy,S%C3%BCdtirol+-+Alto+Adige,Terlan+%28Terlano%29,4.1,344,15.99,2019,white,assente
Verdejo,Spain,Rueda,Val+de+Vid,3.9,345,13.16,2018,white,Verdejo
Falanghina+Serrocielo,Italy,Falanghina+del+Sannio,Feudi+di+San+Gregorio,3.7,345,16.7,2018,white,Falanghina
Douro+Redoma+Branco,Portugal,Douro,Niepoort,4.1,346,18.7,2018,white,assente
Sauvignon+Blanc,Spain,Rueda,Jos%C3%A9+Pariente,4.2,347,11.48,2019,white,Sauvignon+Blanc
Benefizio+Riserva+Pomino+Bianco,Italy,Pomino,Castello+Pomino,4.1,347,28.27,2017,white,assente
Primo+Bianco,Italy,Vermentino+di+Sardegna,Mesa,3.5,347,8.5,2018,white,assente
Chardonnay,Chile,Central+Valley,TerraNoble,3.5,348,7.04,2018,white,Chardonnay
Rioja+Blanco,Spain,Rioja,Vivanco,3.8,349,8.92,2018,white,assente
Bordeaux+Sauvignon+Blanc,France,Bordeaux,Mouton+Cadet,3.4,349,11.36,2018,white,Sauvignon+Blanc
Rueda+Verdejo,Spain,Rueda,Bodega+de+Bardos,4.0,350,6.9,2019,white,Verdejo
Hund+Gr%C3%BCner+Veltliner+Reserve,Austria,Weinviertel,Weingut+R%26A+Pfaffl,3.9,351,16.32,2018,white,Gr%C3%BCner+Veltliner
Oak+Cask+Chardonnay,Argentina,Mendoza,Trapiche,3.4,352,7.96,2018,white,Chardonnay
Terroir+Series+Torrontes,Argentina,Salta,Kaiken,3.7,353,9.99,2015,white,Torrontes
Pomino+Bianco,Italy,Pomino,Castello+Pomino,3.6,353,13.71,2018,white,assente
Otto+Soave,Italy,Soave,Pr%C3%A0,3.7,355,11.9,2016,white,assente
Fiano+Di+Avellino+Pietracalda,Italy,Fiano+de+Avellino,Feudi+di+San+Gregorio,3.8,355,21.1,2018,white,Fiano
Gavi,Italy,Gavi,La+Raia,3.6,356,12.5,2018,white,assente
Sundial+Chardonnay,United+States,California,Fetzer,3.6,356,8.62,2018,white,Chardonnay
Coteaux+Varois+en+Provence+Blanc,France,Coteaux+Varois+en+Provence,Miraval,3.9,356,17.8,2018,white,assente
Napa+Valley+Estate+Chardonnay,United+States,Napa+Valley,The+Hess+Collection,3.8,357,19.99,2017,white,Chardonnay
Founders%27+Estate+Chardonnay,United+States,California,Beringer,3.6,357,12.25,2017,white,Chardonnay
Castello+della+Sala+Cervaro+della+Sala,Italy,Umbria,Antinori,4.5,359,58.19,2018,white,assente
Condrieu+La+Doriane,France,Condrieu,E.+Guigal,4.3,359,84.0,2017,white,assente
Reserva+Sauvignon+Blanc+%28Classic%29,Chile,Curico+Valley,Montes,3.7,359,8.69,2017,white,Sauvignon+Blanc
No.+3+Colombard+-+Sauvignon,France,C%C3%B4tes+de+Gascogne,Uby,4.0,359,5.99,2019,white,Colombard
Saar+Riesling,Germany,Mosel,Van+Volxem,3.9,360,12.14,2017,white,Riesling
Sauvignon+Blanc+Te+Muna+Road+Vineyard,New+Zealand,Martinborough,Craggy+Range,4.1,361,21.29,2019,white,Sauvignon+Blanc
Albaclara+Sauvignon+Blanc,Chile,Leyda+Valley,Haras+de+Pirque,3.4,362,9.99,2018,white,Sauvignon+Blanc
Cometa,Italy,Menfi,Planeta,4.2,362,19.99,2018,white,assente
Trebbiano+-+Pinot+Grigio,Italy,Puglia,Cielo+e+Terra,3.9,363,5.82,2018,white,Pinot+Grigio
Les+Belles+Vignes+Sancerre+Blanc,France,Sancerre,Fournier+Pere+%26+Fils,3.9,363,21.44,2015,white,assente
Silberlack+Riesling+Trocken+GG,Germany,Rheingau,Schloss+Johannisberg,4.2,364,44.8,2015,white,Riesling
Riesling+Trocken,Germany,Mosel,Fritz+Haag,3.8,364,10.5,2018,white,Riesling
Indian+Wells+Chardonnay,United+States,Columbia+Valley,Chateau+Ste.+Michelle,4.0,364,20.47,2017,white,Chardonnay
Vintage+Tunina,Italy,Venezia+Giulia,Jermann,4.2,366,44.52,2017,white,assente
Pinot+Grigio,New+Zealand,Marlborough,The+Ned,3.8,367,12.9,2018,white,Pinot+Grigio
Pedra+da+Auga+Albari%C3%B1o,Spain,R%C3%ADas+Baixas,Rectoral+do+Umia,3.5,368,10.35,2016,white,Albari%C3%B1o
Est%21+Est%21%21+Est%21%21%21+Di+Montefiascone+Secco,Italy,Est%21+Est%21%21+Est%21%21%21+di+Montefiascone,Bigi,3.3,368,6.89,2018,white,assente
Kik%C3%A9,Italy,Terre+Siciliane,Fina,4.2,369,9.65,2019,white,assente
The+King%27s+Favour+Sauvignon+Blanc,New+Zealand,Marlborough,The+Kings+Series,3.8,370,13.9,2017,white,Sauvignon+Blanc
Urra+di+Mare,Italy,Terre+Siciliane,Mandrarossa,3.8,370,12.9,2015,white,assente
Lune+d%27Argent,France,Bordeaux,Clos+des+Lunes,3.6,371,16.9,2013,white,assente
Reserva+Sauvignon+Blanc,Chile,Maule+Valley,Vi%C3%B1a+Palo+Alto,3.3,371,6.97,2017,white,Sauvignon+Blanc
Pinot+Grigio,Italy,Friuli-Venezia+Giulia,Attems,3.8,372,10.18,2018,white,Pinot+Grigio
C%C3%B4tes+De+Gascogne+Classic,France,C%C3%B4tes+de+Gascogne,Domaine+du+Tariquet,3.5,374,5.5,2019,white,assente
Riesling,Germany,Pfalz,A.+Christmann,3.6,374,11.6,2018,white,Riesling
Vivia+Maremma+Toscana,Italy,Toscana,Le+Mortelle,3.6,375,14.45,2018,white,assente
Pioneer+Block+3+43+Degrees+Sauvignon+Blanc,New+Zealand,Marlborough,Saint+Clair,3.9,376,19.95,2018,white,Sauvignon+Blanc
Sauvignon+Blanc,Chile,Central+Valley,Antares,3.5,377,5.33,2019,white,Sauvignon+Blanc
Riesling+Trocken,Germany,Pfalz,Georg+Mosbacher,3.8,377,9.65,2017,white,Riesling
C%C3%B4te+des+Roses+Blanc,France,Languedoc,G%C3%A9rard+Bertrand,3.7,377,10.42,2018,white,assente
Villa+Solais+Vermentino+di+Sardegna,Italy,Vermentino+di+Sardegna,Santadi,3.7,377,6.5,2018,white,Vermentino
Custoza,Italy,Bianco+di+Custoza,Cavalchina,3.7,380,7.98,2018,white,assente
Chenin+Blanc,South+Africa,Stellenbosch,Stellenrust,3.6,381,5.76,2019,white,Chenin+Blanc
Chardonnay,Argentina,Mendoza,Alamos,3.7,382,6.95,2019,white,Chardonnay
Lugana+Sergio+Riserva,Italy,Lugana,Zenato,4.2,383,20.96,2016,white,assente
Sancerre+Blanc,France,Sancerre,La+Perri%C3%A8re,3.9,384,17.9,2017,white,assente
Ca%27Marcanda+Vistamare+Toscana,Italy,Toscana,Gaja,4.1,384,41.9,2018,white,assente
Blanco,Spain,Rioja,El+Coto,3.6,384,4.95,2019,white,assente
Riesling,Germany,Nahe,D%C3%B6nnhoff,3.8,384,10.63,2018,white,Riesling
Chardonnay,South+Africa,Stellenbosch,Meerlust,4.1,384,26.36,2018,white,Chardonnay
Chardonnay+234,Spain,Somontano,Enate,4.0,386,9.25,2019,white,Chardonnay
Chablis,France,Chablis,Domaine+Nathalie+et+Gilles+Fevre,4.0,386,17.5,2018,white,assente
Santa+Digna+Reserva+Chardonnay,Chile,Central+Valley,Miguel+Torres,3.4,386,9.45,2018,white,Chardonnay
Chardonnay,South+Africa,Elgin,Paul+Cluver,3.8,389,21.95,2016,white,Chardonnay
Douro+Redoma+Branco,Portugal,Douro,Niepoort,3.9,390,19.99,2014,white,assente
Albari%C3%B1o+R%C3%ADas+Baixas,Spain,R%C3%ADas+Baixas,Ram%C3%B3n+Bilbao,3.8,391,10.65,2018,white,Albari%C3%B1o
Lahn+Sauvignon,Italy,S%C3%BCdtirol+-+Alto+Adige,St.+Michael-Eppan,3.9,391,12.13,2018,white,assente
Vinho+Verde+Quinta+da+Aveleda,Portugal,Vinho+Verde,Aveleda,3.8,392,6.97,2018,white,assente
Savatiano+Old+Vines+%28Vieilles+Vignes%29,Greece,Markopoulo,Papagiannakos,3.6,393,9.5,2017,white,Savatiano
Pouilly-Fum%C3%A9,France,Pouilly-Fum%C3%A9,Ch%C3%A2teau+de+Tracy,4.1,393,22.29,2018,white,assente
Mandol%C3%A1s+Dry,Hungary,Tokaj,Oremus,3.9,394,19.85,2017,white,assente
Chardonnay,United+States,California,Gallo+Family+Vineyards,2.8,394,6.3,2018,white,Chardonnay
Buiten+Blanc,South+Africa,Constantia,Buitenverwachting,3.7,395,9.39,2018,white,assente
Cardellino+Chardonnay+Alto+Adige,Italy,S%C3%BCdtirol+-+Alto+Adige,Elena+Walch,3.8,397,19.35,2017,white,Chardonnay
Pinot+Grigio+Friuli+Aquileia,Italy,Friuli+Aquileia,Zonin,3.5,397,6.75,2018,white,Pinot+Grigio
Portillo+Sauvignon+Blanc,Argentina,Uco+Valley,Salentein,3.7,398,6.5,2019,white,Sauvignon+Blanc
Riesling+Federspiel+Terrassen,Austria,Wachau,Dom%C3%A4ne+Wachau,3.8,399,11.05,2018,white,Riesling
Soave+Classico,Italy,Soave+Classico,Pieropan,3.8,400,10.95,2019,white,assente
Wairau+Reserve+Sauvignon+Blanc,New+Zealand,Marlborough,Saint+Clair,4.1,400,30.19,2018,white,Sauvignon+Blanc
Estate+Chardonnay,Chile,Casablanca+Valley,Errazuriz,3.6,401,8.25,2017,white,Chardonnay
Sauvignon,Italy,Colli+Orientali+del+Friuli,Livio+Felluga,4.0,402,18.9,2018,white,assente
Pinot+Blanc+Alsace,France,Alsace,Trimbach,3.7,403,10.56,2017,white,Pinot+Blanc
Chardonnay,South+Africa,Hemel-en-Aarde+Valley,Hamilton+Russell+Vineyards,4.2,404,31.9,2018,white,Chardonnay
Metis+Pascal+Jolivet+Sauvignon+Blanc,South+Africa,Constantia,Klein+Constantia,3.7,404,22.22,2016,white,Sauvignon+Blanc
Tenuta+Guado+al+Tasso+Vermentino+Bolgheri,Italy,Bolgheri,Antinori,4.1,404,17.99,2019,white,Vermentino
Bianco,Italy,Terre+Siciliane,Corvo,3.7,405,6.78,2018,white,assente
Chardonnay,South+Africa,Western+Cape,Laborie,3.4,406,6.84,2018,white,Chardonnay
S%27Elegas+Nuragus+di+Cagliari,Italy,Nuragus+di+Cagliari,Argiolas,3.7,406,7.25,2016,white,Nuragus
Poggio+alle+Gazze,Italy,Toscana,Ornellaia,4.0,407,42.8,2014,white,assente
Chardonnay,United+States,California,Dark+Horse,3.4,407,6.63,2018,white,Chardonnay
Chardonnay,United+States,California,Gnarly+Head,3.6,407,12.59,2016,white,Chardonnay
Colombard+-+Sauvignon+C%C3%B4tes+de+Gascogne,France,C%C3%B4tes+de+Gascogne,Horgelus,4.1,408,5.43,2019,white,Colombard
Viognier+%28Samuel%27s+Garden+Collection%29,Australia,Eden+Valley,Yalumba,3.6,411,20.76,2016,white,Viognier
Villa+Blanche+Chardonnay,France,Pays+d%27Oc,Calmel+%26+Joseph,3.8,412,6.77,2018,white,Chardonnay
Chardonnay,United+States,California,Geyser+Peak,3.6,416,10.95,2016,white,Chardonnay
Vette+di+San+Leonardo,Italy,Vigneti+delle+Dolomiti,San+Leonardo,3.8,419,12.85,2018,white,assente
Laforet+Bourgogne+Chardonnay,France,Bourgogne,Joseph+Drouhin,4.0,419,12.19,2018,white,Chardonnay
Corton-Charlemagne+Grand+Cru,France,Corton-Charlemagne+Grand+Cru,Bonneau+du+Martray,4.5,421,263.9,2008,white,assente
Wairau+Reserve+Sauvignon+Blanc,New+Zealand,Marlborough,Saint+Clair,4.1,421,29.05,2015,white,Sauvignon+Blanc
Riesling+Grossi+La%C3%BCe,France,Alsace,Hugel,4.2,422,58.44,2011,white,Riesling
Chardonnay+Sonoma+Coast,United+States,Sonoma+Coast,Patz+%26+Hall,4.1,422,60.41,2016,white,Chardonnay
Chardonnay+%28Unoaked%29,New+Zealand,Marlborough,Kim+Crawford,3.6,423,15.5,2015,white,Chardonnay
Sauvignon+Blanc,Chile,Casablanca+Valley,Cruz+Andina,3.4,424,9.9,2017,white,Sauvignon+Blanc
Chardonnay,Italy,S%C3%BCdtirol+-+Alto+Adige,Alois+Lageder,3.8,425,10.08,2018,white,Chardonnay
Barrel+Selection+Chardonnay,Argentina,Uco+Valley,Salentein,4.0,425,12.95,2018,white,Chardonnay
Sauvignon+Blanc,United+States,California,Bogle,3.6,428,14.36,2016,white,Sauvignon+Blanc
Godello,Spain,Valdeorras,Avancia,4.2,428,27.4,2016,white,Godello
Max+Reserva+Chardonnay,Chile,Aconcagua+Valley,Errazuriz,3.6,429,15.95,2015,white,Chardonnay
Max+Reserva+Chardonnay,Chile,Aconcagua+Valley,Errazuriz,3.7,429,17.63,2017,white,Chardonnay
Santa+Digna+Reserva+Sauvignon+Blanc,Chile,Central+Valley,Miguel+Torres,3.6,431,9.39,2018,white,Sauvignon+Blanc
Gr%C3%BCner+Veltliner+Kamptaler+Terrassen,Austria,Kamptal,Weingut+Br%C3%BCndlmayer,3.8,431,7.9,2017,white,Gr%C3%BCner+Veltliner
Pinot+Gris+Alsace+R%C3%A9serve,France,Alsace,Trimbach,3.8,433,17.45,2016,white,Pinot+Gris
Louro+do+Bolo+Godello+Valdeorras,Spain,Valdeorras,Rafael+Palacios,4.0,433,18.9,2018,white,Godello
Riesling,Germany,Nahe,D%C3%B6nnhoff,3.7,434,11.5,2017,white,Riesling
The+Y+Series+Riesling,Australia,Barossa,Yalumba,3.4,439,11.5,2017,white,Riesling
Classic+Pinot+Gris,France,Alsace,Hugel,3.8,439,13.6,2015,white,Pinot+Gris
Las+Moras+Chardonnay,Argentina,San+Juan,Bodega+Finca+Las+Moras,3.3,439,6.21,2018,white,Chardonnay
Bianco+Passivento,Italy,Terre+Siciliane,Barone+Montalto,3.9,439,8.29,2018,white,assente
Sauvignon+Blanc,South+Africa,Western+Cape,Laborie,3.6,440,6.84,2018,white,Sauvignon+Blanc
Riesling+Trocken,Germany,Mosel,Fritz+Haag,3.8,440,10.67,2014,white,Riesling
Albari%C3%B1o,Spain,R%C3%ADas+Baixas,Pazo+Barrantes,3.8,442,15.5,2018,white,Albari%C3%B1o
Kiedrich+Gr%C3%A4fenberg+Riesling+Trocken+GG,Germany,Rheingau,Robert+Weil,3.8,443,73.9,2013,white,Riesling
Pinot+Grigio,Italy,Venezia,Riff,3.5,443,7.15,2018,white,Pinot+Grigio
Pinot+Gris,United+States,Columbia+Valley,Chateau+Ste.+Michelle,3.6,444,9.99,2017,white,Pinot+Gris
